	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SRGN	52.50563697	0.394201095	1.035811348	0.380572288	0.703520647	0.999652389
SRI	33.65689159	0.029394281	0.409773482	0.071732999	0.942814395	0.999652389
SRL	1.065950904	0.393460049	1.792354088	0.219521383	0.826243925	0.999652389
SRM	153.1524792	-0.051971787	0.468347393	-0.110968456	0.911641361	0.999652389
SRP14	62.67264345	0.984106758	0.52824556	1.862972133	0.062466187	0.999652389
SRP19	18.00695858	0.372908184	0.413730147	0.90133191	0.367411872	0.999652389
SRP54	38.04680376	0.487858769	0.527273645	0.925247778	0.354837036	0.999652389
SRP68	48.10510144	0.238168719	0.912653486	0.26096292	0.794121102	0.999652389
SRP72	58.03856745	0.056607466	0.435854851	0.129876875	0.896663841	0.999652389
SRP9	34.16056517	0.540099038	0.390316134	1.383747663	0.166435734	0.999652389
SRPK1	39.79385957	-0.064239397	0.409552418	-0.156852687	0.875360948	0.999652389
SRPK2	54.89207143	0.495221424	0.335078719	1.477925622	0.139427687	0.999652389
SRPK3	4.038742256	-1.038838961	0.941755766	-1.103087444	0.269989193	0.999652389
SRPRA	150.953509	0.16772119	0.272648787	0.615154725	0.538452544	0.999652389
SRPRB	32.62692388	0.412045835	0.410881826	1.002832953	0.315941467	0.999652389
SRPX	77.8040831	-0.146431791	0.763959086	-0.191674913	0.847996858	0.999652389
SRPX2	28.56600662	0.547536153	0.770260394	0.710845523	0.477179967	0.999652389
SRR	12.70149348	0.308169954	0.497437717	0.619514653	0.535577372	0.999652389
SRRD	21.49048198	-0.857272218	0.477715258	-1.794525513	0.07272933	0.999652389
SRRM1	70.64868398	0.26258546	0.512846861	0.51201534	0.608640274	0.999652389
SRRM2	1268.218309	-0.23723285	0.278043698	-0.853221462	0.393536504	0.999652389
SRRM3	0.216424354	0.713053065	3.818186047	0.186751786	0.851855251	0.999652389
SRRM4	2.651192679	-1.383326562	1.168417041	-1.183932203	0.236439901	0.999652389
SRRM5	2.010186685	-0.011087106	1.55078664	-0.007149343	0.994295698	0.999652389
SRRT	92.90249862	-0.344369058	0.459336589	-0.749709617	0.453429614	0.999652389
SRSF1	70.951703	0.430946141	0.37744757	1.141737753	0.253563043	0.999652389
SRSF10	35.30438419	0.245159006	0.453455172	0.540646621	0.588751177	0.999652389
SRSF11	33.29929421	0.154346912	0.495126992	0.31173197	0.755244229	0.999652389
SRSF12	3.218821754	-0.330906897	1.672087667	-0.197900447	0.843122954	0.999652389
SRSF2	54.19506658	0.166902383	0.601204752	0.277613213	0.781309289	0.999652389
SRSF3	49.92881192	0.20707576	0.343306092	0.603181141	0.546388192	0.999652389
SRSF4	85.76880434	0.141936445	0.341386061	0.415765203	0.677581824	0.999652389
SRSF5	43.90248125	0.067356144	0.528041797	0.127558357	0.898498488	0.999652389
SRSF6	44.41927671	0.53511455	0.380736596	1.405471804	0.159881028	0.999652389
SRSF7	30.92005779	-0.006047071	0.66523123	-0.009090179	0.992747186	0.999652389
SRSF8	21.5191934	0.117941581	0.506888677	0.232677482	0.816011856	0.999652389
SRSF9	58.83833888	0.179620234	0.5603208	0.320566779	0.748538717	0.999652389
SRXN1	68.76833733	-0.34663742	0.502159145	-0.690293951	0.490009351	0.999652389
SRY	0.621834197	-0.937473776	3.782466719	-0.247847198	0.804252636	0.999652389
SS18L1	25.00192703	-0.080676428	0.599628133	-0.134544101	0.89297234	0.999652389
SS18L2	4.869326796	0.399966094	1.01020475	0.395925771	0.692159789	0.999652389
SSB	48.2647215	0.599795117	0.346005898	1.733482352	0.083009972	0.999652389
SSBP1	17.7130789	-0.080374932	0.576737004	-0.139361497	0.889164496	0.999652389
SSBP2	17.54933108	0.003767721	0.655223298	0.005750285	0.995411962	0.999652389
SSBP3	26.12295635	0.309525896	0.811425525	0.381459403	0.70286239	0.999652389
SSBP4	41.08214282	0.41006229	0.56095032	0.731013559	0.464770871	0.999652389
SSC4D	1.035362303	-0.862081653	1.659400682	-0.519513859	0.603402451	0.999652389
SSC5D	130.2243432	1.678288767	0.857732243	1.956658131	0.050387676	0.999652389
SSH1	185.7947605	0.019256193	0.318307194	0.060495625	0.9517609	0.999652389
SSH2	37.58770483	-0.33124454	0.456297712	-0.725939516	0.46787585	0.999652389
SSH3	13.88323076	-0.468238234	1.092334487	-0.428658291	0.668171918	0.999652389
SSNA1	24.03256958	0.262213903	0.653176772	0.401444011	0.688093252	0.999652389
SSPN	15.3283598	0.026812815	0.606849393	0.044183641	0.964758022	0.999652389
SSPO	1.473865628	2.027545742	2.785000751	0.72802341	0.466599256	0.999652389
SSR1	146.8218375	0.044135809	0.177544135	0.248590633	0.803677455	0.999652389
SSR2	113.8127575	0.014579853	0.332388314	0.043863915	0.96501288	0.999652389
SSR3	202.4443816	0.32131061	0.349944545	0.918175791	0.358526841	0.999652389
SSR4	77.17385895	0.711452005	0.513123043	1.386513459	0.165590173	0.999652389
SSRP1	114.3753294	0.018204119	0.321302386	0.056657278	0.954818207	0.999652389
SSTR1	6.251692206	-1.208199093	1.404154698	-0.860445858	0.389543317	0.999652389
SSTR2	18.261195	-1.063784411	0.531403137	-2.001840671	0.04530187	0.999652389
SSTR5	0.040567783	-0.314262727	3.819700862	-0.082274172	0.934428692	0.999652389
SSU72	105.6325134	-0.00806059	0.397660044	-0.020270052	0.983827946	0.999652389
SSUH2	0.04327623	0.31934238	3.819700862	0.083604029	0.933371264	0.999652389
SSX1	7.225519486	5.454065458	3.461182239	1.575781072	0.115076266	0.999652389
SSX2IP	18.57787589	0.054223672	0.644987553	0.084069331	0.933001308	0.999652389
SSX3	0.061310638	-1.1433913	3.814435103	-0.299753769	0.764364981	0.999652389
SSX5	0.051344123	-0.314262727	3.819700862	-0.082274172	0.934428692	0.999652389
SSX7	0.44004447	0.909368696	3.796892723	0.239503394	0.810715265	0.999652389
ST13	120.2790634	0.467018171	0.259247139	1.801440016	0.071633554	0.999652389
ST14	0.078786106	-0.587200864	3.819700862	-0.153729542	0.87782299	0.999652389
ST18	0.218358778	0.055899105	3.81590559	0.014648975	0.988312227	0.999652389
ST20	3.038880353	0.254233351	1.192833506	0.213133979	0.831222462	0.999652389
ST20-MTHFS	4.625714543	-1.671375281	1.133733433	-1.474222452	0.140421707	0.999652389
ST3GAL1	84.2809997	-0.905841822	0.524207047	-1.728022978	0.083984105	0.999652389
ST3GAL2	109.918042	-0.577053421	0.33993177	-1.697556603	0.089591479	0.999652389
ST3GAL3	26.47450484	-0.389989579	0.539666234	-0.722649584	0.469895197	0.999652389
ST3GAL4	19.03088441	-0.192164179	0.679174181	-0.282937992	0.777224371	0.999652389
ST3GAL5	3.436438041	2.292331546	1.227463207	1.867535852	0.061826795	0.999652389
ST3GAL6	2.113205031	2.987331695	1.84269121	1.621178675	0.104979325	0.999652389
ST5	55.23778718	-0.469904586	0.411514121	-1.141891763	0.253499013	0.999652389
ST6GAL1	12.20829497	1.74086692	0.890235886	1.955511957	0.050522673	0.999652389
ST6GAL2	5.150393825	-0.027995406	1.116434573	-0.025075725	0.979994563	0.999652389
ST6GALNAC2	0.286948979	0.601293475	3.805870559	0.157991047	0.874463854	0.999652389
ST6GALNAC3	0.500565973	-0.537535306	2.654069388	-0.202532499	0.839500454	0.999652389
ST6GALNAC4	18.82436643	-0.537216291	0.459909947	-1.168090178	0.242770392	0.999652389
ST6GALNAC5	1.127823593	-3.6197125	2.437158717	-1.485218207	0.13748603	0.999652389
ST6GALNAC6	67.0895034	-0.237690497	0.764483574	-0.310916421	0.75586416	0.999652389
ST7	12.55433956	0.427034437	0.71757946	0.595104041	0.551773927	0.999652389
ST7L	5.02149563	0.239580034	1.362940057	0.175781783	0.860465381	0.999652389
ST8SIA1	9.481523934	-0.866605804	0.744087383	-1.164655959	0.244158283	0.999652389
ST8SIA2	6.521540505	2.153548827	3.494234618	0.616314891	0.537686713	0.999652389
ST8SIA3	0.157814297	0.457384026	3.8196859	0.119743884	0.904686036	0.999652389
ST8SIA4	6.495342346	-0.930985069	1.180473929	-0.788653647	0.430314467	0.999652389
ST8SIA5	3.315461452	-0.528364396	1.002663415	-0.526960881	0.598220755	0.999652389
ST8SIA6	3.555954353	-1.532209865	1.257947779	-1.218023427	0.22321507	0.999652389
STAB1	0.961197368	-3.196279596	3.065863251	-1.042538213	0.297162218	0.999652389
STAB2	0.724061197	-0.377623516	2.830042884	-0.133433849	0.893850277	0.999652389
STAC	7.657037853	0.377792915	0.902219911	0.418737063	0.675408306	0.999652389
STAC2	1.148929441	-4.190512001	3.060915165	-1.369038923	0.170987108	0.999652389
STAC3	3.168546277	-1.435474163	1.175435861	-1.22122713	0.222000035	0.999652389
STAG1	71.91828743	0.33367037	0.397451295	0.839525179	0.401174666	0.999652389
STAG2	69.12253577	0.362592632	0.38909937	0.931876687	0.351400257	0.999652389
STAG3	0.351485559	1.272190104	3.809029006	0.333993283	0.738384627	0.999652389
STAM	37.71016678	0.722457353	0.478099662	1.511101995	0.130762466	0.999652389
STAM2	23.88658427	-0.256743693	0.517973396	-0.495669652	0.620127502	0.999652389
STAMBP	22.14149558	-0.028603318	0.346474979	-0.08255522	0.934205209	0.999652389
STAMBPL1	15.65432845	0.018326742	0.617168466	0.029694877	0.976310397	0.999652389
STAP2	1.597140769	-1.105764593	1.423482	-0.776802652	0.437275212	0.999652389
STAR	0.231120428	0.82045492	3.81896763	0.214836835	0.829894533	0.999652389
STARD10	11.62859958	-0.198638755	0.625239666	-0.317700181	0.750712374	0.999652389
STARD13	38.84841179	-0.159600377	0.518475228	-0.307826426	0.758214412	0.999652389
STARD3	16.23836716	0.003914737	0.870841913	0.004495347	0.996413244	0.999652389
STARD3NL	30.09862444	0.100790887	0.389337035	0.258878242	0.795729187	0.999652389
STARD4	14.01935842	0.59975397	0.665456974	0.901266338	0.367446727	0.999652389
STARD5	5.025740593	1.780140633	1.1199504	1.58948167	0.111951689	0.999652389
STARD6	0.332102342	0.52623149	3.254249979	0.161705921	0.871537442	0.999652389
STARD7	105.971206	0.319294714	0.308495401	1.035006398	0.300665923	0.999652389
STARD8	16.20451828	0.226093389	0.999515122	0.22620307	0.821043483	0.999652389
STARD9	43.48837736	-0.551175759	0.673128484	-0.818826973	0.412885139	0.999652389
STAT1	362.0828865	0.879785171	0.661427997	1.330129922	0.183475468	0.999652389
STAT2	166.0742953	0.348187466	0.970154019	0.358899163	0.719670526	0.999652389
STAT3	207.2572992	-0.318297243	0.323509181	-0.983889365	0.325169913	0.999652389
STAT4	2.335287538	2.449534582	1.998351551	1.225777607	0.220282376	0.999652389
STAT5A	33.26704902	-0.024671439	0.65477575	-0.037679219	0.969943445	0.999652389
STAT5B	47.49367979	-0.520757325	0.447814986	-1.162884988	0.244876169	0.999652389
STAT6	156.0702209	-0.134772988	0.703995505	-0.191440126	0.848180785	0.999652389
STAU1	172.5861139	0.588785124	0.252158915	2.334976432	0.019544652	0.999652389
STAU2	29.51670847	0.485132251	0.408132636	1.188663214	0.234572222	0.999652389
STBD1	5.362512646	0.033870889	1.071624999	0.031607035	0.974785433	0.999652389
STC2	313.9461108	-0.936846474	0.774759794	-1.209208946	0.226582582	0.999652389
STEAP1	10.95434606	2.798113053	1.507807636	1.855749359	0.063489292	0.999652389
STEAP1B	4.73430249	0.863245284	1.511020186	0.571299637	0.567796548	0.999652389
STEAP2	28.29340472	1.371062321	0.74952578	1.829239711	0.067363706	0.999652389
STEAP3	76.27687455	-0.737971232	0.626824515	-1.177317118	0.239068957	0.999652389
STIL	32.03909907	0.118364911	0.549466492	0.215417888	0.829441525	0.999652389
STIM1	69.88817421	-0.357032917	0.484882133	-0.736329291	0.461530325	0.999652389
STIM2	20.51334153	0.578258586	0.641065655	0.902027087	0.367042479	0.999652389
STIMATE	24.73604237	0.373358621	0.305894649	1.220546427	0.222257801	0.999652389
STIMATE-MUSTN1	1.563626523	-0.68796506	1.841459575	-0.373597699	0.708703646	0.999652389
STIP1	142.4399031	0.317575452	0.499921133	0.635251104	0.525264658	0.999652389
STK10	81.5088584	-0.917053266	0.430921278	-2.128122496	0.033326929	0.999652389
STK11	83.51493953	-0.123203866	0.34303981	-0.359153259	0.719480441	0.999652389
STK11IP	14.20885604	0.305330701	0.606486531	0.503441851	0.614653654	0.999652389
STK16	15.58445971	0.074755086	0.59279738	0.126105627	0.899648313	0.999652389
STK17A	26.42976826	0.491189292	0.631059661	0.778356346	0.436358967	0.999652389
STK17B	50.24584808	0.692990697	0.42925244	1.614412948	0.106437885	0.999652389
STK19	1.306646117	1.251179016	2.165595182	0.577752955	0.563430921	0.999652389
STK24	87.08531406	-0.888190026	0.415579507	-2.137232493	0.032579086	0.999652389
STK25	70.23488891	0.210575004	0.309764571	0.679790473	0.49663714	0.999652389
STK26	7.584902803	0.489492997	0.943941081	0.518563083	0.604065459	0.999652389
STK3	10.79034487	-0.503128137	0.79039911	-0.636549474	0.524418345	0.999652389
STK31	0.466773152	0.920694017	3.795567438	0.242570849	0.808337866	0.999652389
STK32A	0.232163256	0.783162291	3.81148374	0.205474388	0.837201506	0.999652389
STK32B	12.41685711	1.786511093	0.796834424	2.242010435	0.024960698	0.999652389
STK32C	7.997008008	-0.545020412	0.993048426	-0.548835684	0.583118219	0.999652389
STK33	0.182014416	-0.548597194	3.816812634	-0.143731759	0.885712291	0.999652389
STK35	65.34309772	0.670476327	0.512348117	1.308634313	0.190658252	0.999652389
STK36	21.05042162	0.393476088	0.576001548	0.683116372	0.494533311	0.999652389
STK38	99.85325934	-0.179881281	0.422468245	-0.425786515	0.670263414	0.999652389
STK38L	26.82158919	0.704778233	0.757252755	0.930704086	0.352006655	0.999652389
STK39	46.18681655	0.418728285	0.570332953	0.73418217	0.462837719	0.999652389
STK4	70.28850346	0.067101559	0.404880312	0.16573184	0.868367988	0.999652389
STK40	54.44296104	0.050219529	0.441813473	0.113666812	0.909501922	0.999652389
STKLD1	2.145451164	-1.153330915	1.689039923	-0.682832241	0.494712854	0.999652389
STMN1	85.64451462	1.110634105	0.60179717	1.84552896	0.06496063	0.999652389
STMN2	43.33904199	1.610663535	1.59059615	1.012616266	0.311243487	0.999652389
STMN3	49.19485307	0.004621092	0.725835008	0.006366588	0.994920232	0.999652389
STMN4	0.529278326	-0.81085755	2.960091089	-0.273929932	0.784138469	0.999652389
STMND1	0.649136083	0.272439951	2.931248804	0.092943305	0.925948602	0.999652389
STMP1	23.01020903	-0.056751259	0.39206688	-0.144748925	0.884909109	0.999652389
STN1	14.83506434	-0.156989701	0.490180272	-0.320269318	0.74876418	0.999652389
STOM	193.6329796	0.480843584	0.606091008	0.793352117	0.4275727	0.999652389
STOML1	33.03320691	-0.53008181	0.438718105	-1.208251503	0.226950537	0.999652389
STOML2	49.39064016	0.119331015	0.437881474	0.272518986	0.785222995	0.999652389
STON1	20.70608497	0.99633009	0.882219215	1.129345261	0.258752215	0.999652389
STON1-GTF2A1L	1.397263007	-0.122824983	1.992659934	-0.061638708	0.950850551	0.999652389
STON2	41.60974986	-0.007122281	1.11849513	-0.006367735	0.994919317	0.999652389
STOX1	0.201113615	0.573889269	3.817096761	0.150347058	0.880490808	0.999652389
STOX2	5.257445432	1.452379122	1.351655363	1.074518817	0.282590216	0.999652389
STPG1	6.200637963	0.786678202	1.199796786	0.655676204	0.512032483	0.999652389
STPG2	0.240151433	-0.173086053	3.805675334	-0.045481035	0.963723891	0.999652389
STPG3	0.096751437	-0.977107264	3.819700862	-0.255807274	0.798099657	0.999652389
STPG4	0.572340101	0.407319055	2.019272181	0.201715776	0.840138929	0.999652389
STRA8	0.11897534	-0.500360882	3.818712216	-0.131028696	0.895752607	0.999652389
STRADA	17.75465026	0.499559381	0.555878391	0.898684658	0.368820651	0.999652389
STRADB	20.13145966	0.900949417	0.525532455	1.714355431	0.086463469	0.999652389
STRAP	64.96715662	0.182527662	0.568798575	0.320900351	0.748285908	0.999652389
STRBP	22.22289119	1.676312472	1.018326795	1.646143931	0.09973413	0.999652389
STRC	0.151488407	0.652867411	3.819656578	0.170923065	0.86428426	0.999652389
STRIP1	65.96277605	-0.643036184	0.356610801	-1.803187625	0.071358753	0.999652389
STRIP2	30.72514009	-0.159553671	0.610074051	-0.261531646	0.793682549	0.999652389
STRIT1	0.855071275	0.592567081	2.532398603	0.233994396	0.81498933	0.999652389
STRN	55.50364768	-0.319840622	0.283593293	-1.127814479	0.259398277	0.999652389
STRN3	30.62416321	0.085319949	0.456643528	0.186841472	0.851784929	0.999652389
STRN4	69.54992997	-0.542311381	0.488542878	-1.110058922	0.266973637	0.999652389
STS	75.18653711	-0.31400971	0.525444451	-0.597607814	0.550101649	0.999652389
STT3A	135.4631607	0.335618303	0.393294407	0.853351324	0.393464506	0.999652389
STT3B	152.7722565	0.146674906	0.280400005	0.523091667	0.600910464	0.999652389
STUB1	53.06436946	0.65913175	0.380057557	1.734294548	0.082865834	0.999652389
STUM	1.992756615	0.182172358	1.215428018	0.149883296	0.880856691	0.999652389
STX10	36.60822357	0.700958404	0.394282754	1.777806401	0.075435657	0.999652389
STX11	1.62866861	-0.404861969	1.399025641	-0.289388527	0.772284074	0.999652389
STX12	40.0735911	0.275828891	0.441201239	0.625177054	0.53185486	0.999652389
STX16	101.3296739	0.062420552	0.298331873	0.209231923	0.834267193	0.999652389
STX17	24.44144481	0.330393294	0.480150957	0.688102959	0.491387947	0.999652389
STX18	7.103972458	-0.313052114	1.004549363	-0.311634376	0.755318406	0.999652389
STX19	0.163058522	0.39278656	3.819374952	0.102840534	0.918089534	0.999652389
STX1A	10.6455488	0.228601534	1.261480279	0.181216891	0.856197337	0.999652389
STX1B	7.08226059	0.229197912	1.070328898	0.214137834	0.830439573	0.999652389
STX2	67.33397774	0.133078126	0.354004963	0.375921641	0.706975151	0.999652389
STX3	50.20131714	0.433924281	0.486564331	0.891812764	0.372493299	0.999652389
STX4	35.07498156	0.411424372	0.778393449	0.5285558	0.597113629	0.999652389
STX5	37.01650885	0.069466851	0.361579707	0.192120437	0.847647867	0.999652389
STX6	43.69155632	0.261280772	0.287785173	0.907902131	0.363929932	0.999652389
STX7	50.08265238	0.370819635	0.448529225	0.826745758	0.40838118	0.999652389
STX8	11.58545112	0.327570038	0.785676528	0.416927357	0.676731543	0.999652389
STXBP1	60.42104454	-0.038003733	0.460348626	-0.082554245	0.934205985	0.999652389
STXBP2	5.538156889	1.850698139	1.224305233	1.511631323	0.130627679	0.999652389
STXBP3	12.79799581	1.035165589	0.425342105	2.433724704	0.014944356	0.999652389
STXBP4	21.73940431	0.164140783	0.462881853	0.354606217	0.722884618	0.999652389
STXBP5	112.5660119	0.167632513	0.399042147	0.420087237	0.674421726	0.999652389
STXBP5L	1.61667261	1.176937087	1.865128182	0.631022092	0.52802608	0.999652389
STXBP6	3.076670493	-1.885130455	1.124307969	-1.676702921	0.093600589	0.999652389
STYK1	1.840246518	-1.945692159	1.45136691	-1.340592889	0.180052667	0.999652389
STYX	28.91666643	-0.318805688	0.322020914	-0.990015474	0.322166556	0.999652389
STYXL1	8.915924521	-0.799308022	0.830943328	-0.961928443	0.33608555	0.999652389
SUB1	26.11237462	0.946706153	0.452693061	2.091276039	0.036503326	0.999652389
SUCLA2	14.945201	0.331817566	0.572322207	0.579774054	0.562066996	0.999652389
SUCLG1	21.65948205	0.411865662	0.654339055	0.629437689	0.529062551	0.999652389
SUCLG2	38.51074983	0.235470875	0.520216589	0.452640073	0.650807938	0.999652389
SUCNR1	0.687054291	1.474102837	3.780727683	0.389899237	0.696611058	0.999652389
SUCO	35.34265247	0.123275866	0.457875183	0.269234653	0.787749115	0.999652389
SUDS3	49.96265998	0.650243894	0.440140196	1.477356305	0.139580152	0.999652389
SUFU	38.97854039	0.00783216	0.464210413	0.016872005	0.986538726	0.999652389
SUGCT	6.383970082	-1.293640719	0.835930809	-1.54754521	0.121731832	0.999652389
SUGP2	124.9647184	0.144464795	0.344659869	0.419151774	0.675105215	0.999652389
SUGT1	71.01613062	0.105888282	0.29873042	0.354460995	0.72299343	0.999652389
SULF1	812.1265851	2.457357359	1.284296432	1.913387983	0.055698402	0.999652389
SULF2	71.30441446	1.635648215	1.335033537	1.225173877	0.220509715	0.999652389
